canonical_id,name,type,aliases,gold_name,homepage,doi,source
13772542,"Simulation trajectories for the article ""Simulated Solute Tempering 2""",Dataset,"simulation trajectories for the article ""simulated solute tempering 2""",sst2,,10.5281/zenodo.13772542,Zenodo
4944506,Data from: Regulation of Somatostatin receptor 2 trafficking by C-tail motifs and the retromer,Dataset,data from: regulation of somatostatin receptor 2 trafficking by c-tail motifs and the retromer,sst-2,,10.5061/dryad.2h9d7sh,Zenodo
11389999,"Validation of Soluble Suppression of Tumorigenesis-2, Heart-Type Fatty Acid-Binding Protein and Lipoprotein-Associated Phospholipase A2 as Tools in the Assessment of Chronic Heart Failure",Dataset,"validation of soluble suppression of tumorigenesis-2, heart-type fatty acid-binding protein and lipoprotein-associated phospholipase a2 as tools in the assessment of chronic heart failure",sst-2,,10.5281/zenodo.11389999,Zenodo
7555310,Binary Stanford Sentiment Treebank 2 (SST-2),Dataset,binary stanford sentiment treebank 2 (sst-2),sst-2,,10.5281/zenodo.7555310,Zenodo
4762067,A New Global Gridded Sea Surface Temperature Data Product Based on Multisource Data,Dataset,a new global gridded sea surface temperature data product based on multisource data,sst-2,,10.5281/zenodo.4762067,Zenodo
3989799,Three dimensional MRF obtains highly repeatable and reproducible multi-parametric estimations in the healthy human brain at 1.5T and 3.0T,Dataset,three dimensional mrf obtains highly repeatable and reproducible multi-parametric estimations in the healthy human brain at 1.5t and 3.0t,mr-math_invalid_errors,,10.5281/zenodo.3989799,Zenodo
16728922,NOAFAULTS  KMZ layer Version 7.0,Dataset,noafaults  kmz layer version 7.0,mr-math_invalid_errors,,10.5281/zenodo.16728922,Zenodo
4906122,Radial GA MR thermometry dataset,Dataset,radial ga mr thermometry dataset,mr-math_invalid_errors,,10.5281/zenodo.4906122,Zenodo
3989799,Three dimensional MRF obtains highly repeatable and reproducible multi-parametric estimations in the healthy human brain at 1.5T and 3.0T,Dataset,three dimensional mrf obtains highly repeatable and reproducible multi-parametric estimations in the healthy human brain at 1.5t and 3.0t,mr-math_redundant_errors,,10.5281/zenodo.3989799,Zenodo
16728922,NOAFAULTS  KMZ layer Version 7.0,Dataset,noafaults  kmz layer version 7.0,mr-math_redundant_errors,,10.5281/zenodo.16728922,Zenodo
4906122,Radial GA MR thermometry dataset,Dataset,radial ga mr thermometry dataset,mr-math_redundant_errors,,10.5281/zenodo.4906122,Zenodo
7286886,Evaluating Datalog Tools for Meta-reasoning over OWL 2 QL,Dataset,evaluating datalog tools for meta-reasoning over owl 2 ql,meta-reasoning-gsm8k,,10.5281/zenodo.7286886,Zenodo
13294003,MathChat: Benchmarking Mathematical Reasoning and Instruction Following in Multi-Turn Interactions,Dataset,mathchat: benchmarking mathematical reasoning and instruction following in multi-turn interactions,gsm8k,,10.5281/zenodo.13294003,Zenodo
17276876,nafew-azim/AUTODSPy: v1.0.0 – Initial Stable Release,Software,nafew-azim/autodspy: v1.0.0 – initial stable release,gsm8k,,10.5281/zenodo.17276876,Zenodo
3989799,Three dimensional MRF obtains highly repeatable and reproducible multi-parametric estimations in the healthy human brain at 1.5T and 3.0T,Dataset,three dimensional mrf obtains highly repeatable and reproducible multi-parametric estimations in the healthy human brain at 1.5t and 3.0t,mr-gsm8k,,10.5281/zenodo.3989799,Zenodo
16728922,NOAFAULTS  KMZ layer Version 7.0,Dataset,noafaults  kmz layer version 7.0,mr-gsm8k,,10.5281/zenodo.16728922,Zenodo
4906122,Radial GA MR thermometry dataset,Dataset,radial ga mr thermometry dataset,mr-gsm8k,,10.5281/zenodo.4906122,Zenodo
5015610,Chilean Subduction Zone rupture scenarios and waveform data,Dataset,chilean subduction zone rupture scenarios and waveform data,perturbation,,10.5281/zenodo.5015610,Zenodo
14638780,Perturbation generalization H5ad datasets,Dataset,perturbation generalization h5ad datasets,perturbation,,10.5281/zenodo.14638780,Zenodo
12779567,STAMP: Toward subtask decomposition-based learning and benchmarking for genetic perturbation outcome prediction and beyond,Software,stamp: toward subtask decomposition-based learning and benchmarking for genetic perturbation outcome prediction and beyond,perturbation,,10.5281/zenodo.12779567,Zenodo
10935038,scPRAM accurately predicts single-cell gene expression perturbation response based on attention mechanism,Software,scpram accurately predicts single-cell gene expression perturbation response based on attention mechanism,perturbation,,10.5281/zenodo.10935038,Zenodo
14967094,broadinstitute/CellCap: v0.1.0,Software,broadinstitute/cellcap: v0.1.0,perturbation,,10.5281/zenodo.14967094,Zenodo
4936903,Data from: Evaluation of the phase-dependent rhythm control of human walking using phase response curves,Dataset,data from: evaluation of the phase-dependent rhythm control of human walking using phase response curves,perturbation,,10.5061/dryad.jk206,Zenodo
4943162,Data from: Virtual patients and sensitivity analysis of the Guyton model of blood pressure regulation: towards individualized models of whole-body physiology,Dataset,data from: virtual patients and sensitivity analysis of the guyton model of blood pressure regulation: towards individualized models of whole-body physiology,perturbation,,10.5061/dryad.h3s0r,Zenodo
7929850,Multipoint perturbation theory code,Software,multipoint perturbation theory code,perturbation,,10.5281/zenodo.7929850,Zenodo
3989799,Three dimensional MRF obtains highly repeatable and reproducible multi-parametric estimations in the healthy human brain at 1.5T and 3.0T,Dataset,three dimensional mrf obtains highly repeatable and reproducible multi-parametric estimations in the healthy human brain at 1.5t and 3.0t,mr-math,,10.5281/zenodo.3989799,Zenodo
10428692,Datasets: Enhancing Anger Management via Reinforcement Learning: A Comparative Analysis of the PPO Algorithm with Optimised Hyperparameters,Dataset,datasets: enhancing anger management via reinforcement learning: a comparative analysis of the ppo algorithm with optimised hyperparameters,mr-math,,10.5281/zenodo.10428692,Zenodo
14582823,Connect4 7 x 6 Strong Solution,Dataset,connect4 7 x 6 strong solution,connect-4,,10.5281/zenodo.14582823,Zenodo
15043334,Global Cross-Connect System Market 2024 To 2033,Dataset,global cross-connect system market 2024 to 2033,connect-4,,10.5281/zenodo.15043334,Zenodo
11206259,PenDigits,Dataset,pendigits,pendigits,,10.5281/zenodo.11206259,Zenodo
15173401,"Collection of Time-Series Classification Datasets with Pretrained Deep Models and SHAP, LIME & Anchor Explanations",Dataset,"collection of time-series classification datasets with pretrained deep models and shap, lime & anchor explanations",pendigits,,10.5281/zenodo.15173401,Zenodo
13219996,bioimage.io upload: hpa/hpa-kaggle-2021-dataset,Dataset,bioimage.io upload: hpa/hpa-kaggle-2021-dataset,protein,,10.5281/zenodo.13219996,Zenodo
16881244,Structural basis for binding of RILPL1 to TMEM55B reveals a lysosomal platform for adaptor assembly through a conserved TBM motif,Dataset,structural basis for binding of rilpl1 to tmem55b reveals a lysosomal platform for adaptor assembly through a conserved tbm motif,protein,,10.5281/zenodo.16881244,Zenodo
8023364,Whole Proteome Copy Number Dataset in Primary Mouse Cortical Neurons,Dataset,whole proteome copy number dataset in primary mouse cortical neurons,protein,,10.5281/zenodo.8023364,Zenodo
16883557,Structural basis for binding of RILPL1 to TMEM55B reveals a lysosomal platform for adaptor assembly through a conserved TBM motif,Dataset,structural basis for binding of rilpl1 to tmem55b reveals a lysosomal platform for adaptor assembly through a conserved tbm motif,protein,,10.5281/zenodo.16883557,Zenodo
7871011,RasmussenLab/MOVE: v1.4.9,Software,rasmussenlab/move: v1.4.9,protein,,10.5281/zenodo.7871011,Zenodo
7435859,Data from: Microcrystal Electron Diffraction (MicroED) Structure Determination of a Mechanochemically Synthesized Co-crystal not Affordable from Solution Crystallization,Dataset,data from: microcrystal electron diffraction (microed) structure determination of a mechanochemically synthesized co-crystal not affordable from solution crystallization,protein,,10.5281/zenodo.7435859,Zenodo
8239476,2021 New York City Daily Residential Parcel Volume and Stops,Dataset,2021 new york city daily residential parcel volume and stops,usps,,10.5281/zenodo.8239476,Zenodo
6644503,rhud: A R interface for accessing HUD (US Department of Housing and Urban Development) APIs,Software,rhud: a r interface for accessing hud (us department of housing and urban development) apis,usps,,10.5281/zenodo.6644503,Zenodo
6633627,Model Zoo: A Dataset of Diverse Populations of Neural Network Models - USPS,Dataset,model zoo: a dataset of diverse populations of neural network models - usps,usps,,10.5281/zenodo.6633627,Zenodo
14906179,SemanticTHAB: A High Resolution LiDAR Dataset,Dataset,semanticthab: a high resolution lidar dataset,semantickitti,,10.5281/zenodo.14906179,Zenodo
7569212,Supporting Data for Generating Realistic and Diverse Tests for LiDAR-Based Perception Systems,Dataset,supporting data for generating realistic and diverse tests for lidar-based perception systems,semantickitti,,10.5281/zenodo.7569212,Zenodo
16942462,GOOSE 3D Semantic Segmentation Challenge Label Data,Dataset,goose 3d semantic segmentation challenge label data,semantickitti,,10.5281/zenodo.16942462,Zenodo
15667707,nuScenes map Expansion,Dataset,nuscenes map expansion,nuscenes,,10.5281/zenodo.15667707,Zenodo
15667420,can_bus From nuScenes dataset,Dataset,can_bus from nuscenes dataset,nuscenes,,10.5281/zenodo.15667420,Zenodo
16901925,nuScenes-ODD: An Extension of the nuScenes Dataset with Operational Design Domain Annotations,Dataset,nuscenes-odd: an extension of the nuscenes dataset with operational design domain annotations,nuscenes,,10.5281/zenodo.16901925,Zenodo
10074393,nuScenes Knowledge Graph,Dataset,nuscenes knowledge graph,nuscenes,,10.5281/zenodo.10074393,Zenodo
8045922,Lanelet2 for nuScenes: Map Dataset,Dataset,lanelet2 for nuscenes: map dataset,nuscenes,,10.5281/zenodo.8045922,Zenodo
4361476,CoNLL-RDF ontology,Dataset,conll-rdf ontology,conll-2003,,10.5281/zenodo.4361476,Zenodo
4452018,Xmi to CoNLL Converter,Software,xmi to conll converter,conll-2003,,10.5281/zenodo.4452018,Zenodo
7950202,hsci-r/flopo-formats: Programs to convert between CONLL/CONLL-CSV/WebAnno TSV,Software,hsci-r/flopo-formats: programs to convert between conll/conll-csv/webanno tsv,conll-2003,,10.5281/zenodo.7950202,Zenodo
7805128,Line-level Named Entity Recognition annotation for the George Washington and IAM datasets,Dataset,line-level named entity recognition annotation for the george washington and iam datasets,conll-2003,,10.5281/zenodo.7805128,Zenodo
4244381,Oklahoma City  Joint Urban 2003 - Indiana University- Grimmond Group data,Dataset,oklahoma city  joint urban 2003 - indiana university- grimmond group data,conll-2003,,10.5281/zenodo.4244381,Zenodo
4361476,CoNLL-RDF ontology,Dataset,conll-rdf ontology,conll++,,10.5281/zenodo.4361476,Zenodo
4452018,Xmi to CoNLL Converter,Software,xmi to conll converter,conll++,,10.5281/zenodo.4452018,Zenodo
7950202,hsci-r/flopo-formats: Programs to convert between CONLL/CONLL-CSV/WebAnno TSV,Software,hsci-r/flopo-formats: programs to convert between conll/conll-csv/webanno tsv,conll++,,10.5281/zenodo.7950202,Zenodo
6904053,UCDenver-ccp/CRAFT: CRAFT v5.0.2,Software,ucdenver-ccp/craft: craft v5.0.2,conll++,,10.5281/zenodo.6904053,Zenodo
11391166,Dataset for Arabic Event Coreference Relation,Dataset,dataset for arabic event coreference relation,conll++,,10.5281/zenodo.11391166,Zenodo
3993970,FrameNet Tools: A Python library to work with FrameNet,Software,framenet tools: a python library to work with framenet,conll++,,10.5281/zenodo.3993970,Zenodo
15668020,Long COVID SDOH NER,Dataset,long covid sdoh ner,conll++,,10.5281/zenodo.15668020,Zenodo
817627,nilsreiter/uima-util: 0.7.2,Software,nilsreiter/uima-util: 0.7.2,conll++,,10.5281/zenodo.817627,Zenodo
13287865,Adrenal Lesion Incidentaloma Named Entity Recognition Pipeline,Software,adrenal lesion incidentaloma named entity recognition pipeline,conll++,,10.5281/zenodo.13287865,Zenodo
5840345,Generated RGBD Tracking Benchmarks (LaSOT) Part13,Dataset,generated rgbd tracking benchmarks (lasot) part13,lasot-ext,,10.5281/zenodo.5840345,Zenodo
5840339,Generated RGBD Tracking Benchmarks (LaSOT) Part11,Dataset,generated rgbd tracking benchmarks (lasot) part11,lasot-ext,,10.5281/zenodo.5840339,Zenodo
5482985,Generated RGBD Tracking Benchmarks (LaSOT) Part01,Dataset,generated rgbd tracking benchmarks (lasot) part01,lasot-ext,,10.5281/zenodo.5482985,Zenodo
5840343,Generated RGBD Tracking Benchmarks (LaSOT) Part12,Dataset,generated rgbd tracking benchmarks (lasot) part12,lasot-ext,,10.5281/zenodo.5840343,Zenodo
5495246,Generated RGBD Tracking Benchmarks (LaSOT) Part 08,Dataset,generated rgbd tracking benchmarks (lasot) part 08,lasot-ext,,10.5281/zenodo.5495246,Zenodo
5484168,Generated RGBD Tracking Benchmarks (LaSOT) Part 02,Dataset,generated rgbd tracking benchmarks (lasot) part 02,lasot-ext,,10.5281/zenodo.5484168,Zenodo
5495249,Generated RGBD Tracking Benchmarks (LaSOT) Part 09,Dataset,generated rgbd tracking benchmarks (lasot) part 09,lasot-ext,,10.5281/zenodo.5495249,Zenodo
5494482,Generated RGBD Tracking Benchmarks (LaSOT) Part 05,Dataset,generated rgbd tracking benchmarks (lasot) part 05,lasot-ext,,10.5281/zenodo.5494482,Zenodo
5495255,Generated RGBD Tracking Benchmarks (LaSOT) Part 10,Dataset,generated rgbd tracking benchmarks (lasot) part 10,lasot-ext,,10.5281/zenodo.5495255,Zenodo
5484168,Generated RGBD Tracking Benchmarks (LaSOT) Part 02,Dataset,generated rgbd tracking benchmarks (lasot) part 02,lasot,,10.5281/zenodo.5484168,Zenodo
5495246,Generated RGBD Tracking Benchmarks (LaSOT) Part 08,Dataset,generated rgbd tracking benchmarks (lasot) part 08,lasot,,10.5281/zenodo.5495246,Zenodo
5495249,Generated RGBD Tracking Benchmarks (LaSOT) Part 09,Dataset,generated rgbd tracking benchmarks (lasot) part 09,lasot,,10.5281/zenodo.5495249,Zenodo
5494482,Generated RGBD Tracking Benchmarks (LaSOT) Part 05,Dataset,generated rgbd tracking benchmarks (lasot) part 05,lasot,,10.5281/zenodo.5494482,Zenodo
5495255,Generated RGBD Tracking Benchmarks (LaSOT) Part 10,Dataset,generated rgbd tracking benchmarks (lasot) part 10,lasot,,10.5281/zenodo.5495255,Zenodo
5495242,Generated RGBD Tracking Benchmarks (LaSOT) Part 07,Dataset,generated rgbd tracking benchmarks (lasot) part 07,lasot,,10.5281/zenodo.5495242,Zenodo
5482985,Generated RGBD Tracking Benchmarks (LaSOT) Part01,Dataset,generated rgbd tracking benchmarks (lasot) part01,lasot,,10.5281/zenodo.5482985,Zenodo
5493615,Generated RGBD Tracking Benchmarks (LaSOT) Part 04,Dataset,generated rgbd tracking benchmarks (lasot) part 04,lasot,,10.5281/zenodo.5493615,Zenodo
5494485,Generated RGBD Tracking Benchmarks (LaSOT) Part 06,Dataset,generated rgbd tracking benchmarks (lasot) part 06,lasot,,10.5281/zenodo.5494485,Zenodo
3948069,Natural Sprites,Dataset,natural sprites,youtube-vis,,10.5281/zenodo.3948069,Zenodo
17180328,Stadestér 1.0 - A Global Database of 41000+ Cities From 3000BC to the Present,Dataset,stadestér 1.0 - a global database of 41000+ cities from 3000bc to the present,youtube-vis,,10.5281/zenodo.17180328,Zenodo
15111832,Raw R2Sonic2022 MBES data of Magoodhoo lagoon (Maldives) - BridgET project,Dataset,raw r2sonic2022 mbes data of magoodhoo lagoon (maldives) - bridget project,mbes,,10.5281/zenodo.15111832,Zenodo
7275039,Laerdalselvi MBES,Dataset,laerdalselvi mbes,mbes,,10.5281/zenodo.7275039,Zenodo
7392435,"Geophysical and physical oceanography data and acoustic facies mapping results of the Central Basin in the northwestern Ross Sea margin, Antarctica",Dataset,"geophysical and physical oceanography data and acoustic facies mapping results of the central basin in the northwestern ross sea margin, antarctica",mbes,,10.5281/zenodo.7392435,Zenodo
15113509,Teledyne Reson SeaBat MBES DTM of Magoodhoo lagoon (Maldives) - 2019,Dataset,teledyne reson seabat mbes dtm of magoodhoo lagoon (maldives) - 2019,mbes,,10.5281/zenodo.15113509,Zenodo
6670447,Bathymetry 2015 - 1m - HBC Project,Dataset,bathymetry 2015 - 1m - hbc project,mbes,,10.5281/zenodo.6670447,Zenodo
7554419,NMA MBES Selva (NTNU),Dataset,nma mbes selva (ntnu),mbes,,10.5281/zenodo.7554419,Zenodo
7554401,NMA MBES Nordleksa (NTNU),Dataset,nma mbes nordleksa (ntnu),mbes,,10.5281/zenodo.7554401,Zenodo
7554397,NMA MBES Agdenes (NTNU),Dataset,nma mbes agdenes (ntnu),mbes,,10.5281/zenodo.7554397,Zenodo
10089977,CIFAR-10 & CIFAR-100,Dataset,cifar-10 & cifar-100,cifar,,10.5281/zenodo.10089977,Zenodo
3670627,CIFAR & rotated-MNIST dataset,Dataset,cifar & rotated-mnist dataset,cifar,,10.5281/zenodo.3670627,Zenodo
5648918,CIFAR-10G,Dataset,cifar-10g,cifar,,10.5281/zenodo.5648918,Zenodo
15188748,Rescaled CIFAR-10 dataset,Dataset,rescaled cifar-10 dataset,cifar,,10.5281/zenodo.15188748,Zenodo
8316429,CIFAR-100-R dataset,Dataset,cifar-100-r dataset,cifar,,10.5281/zenodo.8316429,Zenodo
4008585,jcpeterson/cifar-10h: initial release,Software,jcpeterson/cifar-10h: initial release,cifar,,10.5281/zenodo.4008585,Zenodo
8316298,CIFAR-10-R dataset,Dataset,cifar-10-r dataset,cifar,,10.5281/zenodo.8316298,Zenodo
6632121,Model Zoo: A Dataset of Diverse Populations of Neural Network Models - SVHN,Dataset,model zoo: a dataset of diverse populations of neural network models - svhn,svhn,,10.5281/zenodo.6632121,Zenodo
14735130,Federated SVHN (i.i.d.) and CIFAR-10 (i.i.d. and non-i.i.d.),Dataset,federated svhn (i.i.d.) and cifar-10 (i.i.d. and non-i.i.d.),svhn,,10.5281/zenodo.14735130,Zenodo
837896,VictorArias24/food-101-keras: First release of the visual food recognition,Software,victorarias24/food-101-keras: first release of the visual food recognition,food-101,,10.5281/zenodo.837896,Zenodo
3565477,"IO Islamic 101. Nusakh-i-Jahânârâ, General History of the World from the Oldest Times",Dataset,"io islamic 101. nusakh-i-jahânârâ, general history of the world from the oldest times",food-101,,10.5281/zenodo.3565477,Zenodo
4971789,Data from: Preterm birth prevention post-conization: a model of cervical length screening with targeted cerclage,Dataset,data from: preterm birth prevention post-conization: a model of cervical length screening with targeted cerclage,cervical,,10.5061/dryad.r7r01,Zenodo
10828395,Artificial Intelligence Enables Precision Diagnosis of Cervical Cytology Grades and Cervical Cancer,Dataset,artificial intelligence enables precision diagnosis of cervical cytology grades and cervical cancer,cervical,,10.5281/zenodo.10828395,Zenodo
14847200,NACHOS dataset: OCT and Xray,Dataset,nachos dataset: oct and xray,chexpert,,10.5281/zenodo.14847200,Zenodo
14974867,The Japanese Female Facial Expression (JAFFE) Dataset,Dataset,the japanese female facial expression (jaffe) dataset,facial expression,,10.5281/zenodo.14974867,Zenodo
10793613,UIBVFED Physical States,Dataset,uibvfed physical states,facial expression,,10.5281/zenodo.10793613,Zenodo
8068171,FER-2013 subset ES-MAPs,Dataset,fer-2013 subset es-maps,fer2013,,10.5281/zenodo.8068171,Zenodo
11046710,Enhancing Facial Emotion Recognition: A Comparative Analysis of Sobel and Laplacian Filters for Computer Vision Applications,Dataset,enhancing facial emotion recognition: a comparative analysis of sobel and laplacian filters for computer vision applications,fer2013,,10.5281/zenodo.11046710,Zenodo
15488350,Federated Speaker Dataset,Dataset,federated speaker dataset,celeb,,10.5281/zenodo.15488350,Zenodo
5905436,Long-term follow-up after recanalisation of aortic arch atresia.,Dataset,long-term follow-up after recanalisation of aortic arch atresia.,adult,,10.5281/zenodo.5905436,Zenodo
15121577,Research data availability in a selection of journals in educational research,Dataset,research data availability in a selection of journals in educational research,adult,,10.5281/zenodo.15121577,Zenodo
17083885,nbreznau/ideology_specification: Science Advances Version 1.0,Software,nbreznau/ideology_specification: science advances version 1.0,adult,,10.5281/zenodo.17083885,Zenodo
14810596,Holography-guided procedural planning for modifying Venus P-valve implantation technique in patients with left pulmonary artery stents: a case-series,Dataset,holography-guided procedural planning for modifying venus p-valve implantation technique in patients with left pulmonary artery stents: a case-series,adult,,10.5281/zenodo.14810596,Zenodo
6346444,COMPAS v02.27.05 output at representative metallicities,Dataset,compas v02.27.05 output at representative metallicities,compas,,10.5281/zenodo.6346444,Zenodo
16272773,COMPAS: version of record for Methods Paper II -- 03.22.01,Software,compas: version of record for methods paper ii -- 03.22.01,compas,,10.5281/zenodo.16272773,Zenodo
17074250,compas-dev/compas: COMPAS 2.14.1,Software,compas-dev/compas: compas 2.14.1,compas,,10.5281/zenodo.17074250,Zenodo
17260479,compas-dev/compas_occ: Release v1.4.0,Software,compas-dev/compas_occ: release v1.4.0,compas,,10.5281/zenodo.17260479,Zenodo
15749523,compas-dev/compas_cgal: Release v0.9.1,Software,compas-dev/compas_cgal: release v0.9.1,compas,,10.5281/zenodo.15749523,Zenodo
4639419,compas-rrc/compas_rrc: COMPAS RRC v1.1.0,Software,compas-rrc/compas_rrc: compas rrc v1.1.0,compas,,10.5281/zenodo.4639419,Zenodo
8021237,SNDlib-MIPs: A new set of homogeneous MILP instances,Dataset,sndlib-mips: a new set of homogeneous milp instances,fico,,10.5281/zenodo.8021237,Zenodo
17042584,Boston Housing Price Estimation Using Machine Learning,Software,boston housing price estimation using machine learning,boston housing,,10.5281/zenodo.17042584,Zenodo
7825504,jnelson18/pyquantrf: Updated tutorial,Software,jnelson18/pyquantrf: updated tutorial,boston housing,,10.5281/zenodo.7825504,Zenodo
5164609,Training of Nonsmooth Neural Networks as an Inverse Problem - Codebase,Software,training of nonsmooth neural networks as an inverse problem - codebase,boston housing,,10.5281/zenodo.5164609,Zenodo
10785677,Processed German Credit Data,Dataset,processed german credit data,german credit,,10.5281/zenodo.10785677,Zenodo
10231656,FR 29_Custom,Dataset,fr 29_custom,german credit,,10.5281/zenodo.10231656,Zenodo
6384148,Zero-derived nouns and deverbal nominalization: Database for Spanish,Dataset,zero-derived nouns and deverbal nominalization: database for spanish,german credit,,10.5281/zenodo.6384148,Zenodo
13770497,ToniMaciel/Syntetic-Mergesdataset: Initial scenarios,Software,tonimaciel/syntetic-mergesdataset: initial scenarios,german credit,,10.5281/zenodo.13770497,Zenodo
8252028,arpitdm/gnn_accuracy_fairness_tradeoff: v0.1.0-alpha,Software,arpitdm/gnn_accuracy_fairness_tradeoff: v0.1.0-alpha,german credit,,10.5281/zenodo.8252028,Zenodo
14029257,CodeGraphNet,Dataset,codegraphnet,student admission,,10.5281/zenodo.14029257,Zenodo
11583297,COVID-19 pandemic impact on student achievements,Dataset,covid-19 pandemic impact on student achievements,student performance,,10.5281/zenodo.11583297,Zenodo
10386825,Student Athlete Academic Performance,Dataset,student athlete academic performance,student performance,,10.5281/zenodo.10386825,Zenodo
10321018,Stu,Dataset,stu,student performance,,10.5281/zenodo.10321018,Zenodo
13119583,BigDataBiology/Duan2024__GMSCv1_Construction_And_Analysis: Version 1.0.0,Software,bigdatabiology/duan2024__gmscv1_construction_and_analysis: version 1.0.0,gmsc,,10.5281/zenodo.13119583,Zenodo
11206513,Global Microbial SmORF Catalog,Dataset,global microbial smorf catalog,gmsc,,10.5281/zenodo.11206513,Zenodo
11064177,BigDataBiology/GMSC-mapper: Version 0.1.0,Software,bigdatabiology/gmsc-mapper: version 0.1.0,gmsc,,10.5281/zenodo.11064177,Zenodo
6511404,AMPSphere : the worldwide survey of prokaryotic antimicrobial peptides,Dataset,ampsphere : the worldwide survey of prokaryotic antimicrobial peptides,gmsc,,10.5281/zenodo.6511404,Zenodo
10041010,Contributor Test,Dataset,contributor test,diabetes,,10.5281/zenodo.10041010,Zenodo
15189694,"Flow Cytometric Immune Profiling on Peripheral Blood Data from Shapiro MR, Dong X, et al., 2023.",Dataset,"flow cytometric immune profiling on peripheral blood data from shapiro mr, dong x, et al., 2023.",diabetes,,10.5281/zenodo.15189694,Zenodo
16911197,Template Data Package: An opinionated setup for making FAIR and structured data using Seedcase Python packages.,Software,template data package: an opinionated setup for making fair and structured data using seedcase python packages.,diabetes,,10.5281/zenodo.16911197,Zenodo
17141465,template-website: An opinionated setup for building and developing Quarto-based websites,Software,template-website: an opinionated setup for building and developing quarto-based websites,diabetes,,10.5281/zenodo.17141465,Zenodo
17021913,"Seedcase Sprout: Grow structured, organised, and FAIR data.",Software,"seedcase sprout: grow structured, organised, and fair data.",diabetes,,10.5281/zenodo.17021913,Zenodo
17152702,Template Python Package: An opinionated setup for making Python packages,Software,template python package: an opinionated setup for making python packages,diabetes,,10.5281/zenodo.17152702,Zenodo
3362478,"EWAS results ""Prediagnostic breast milk DNA methylation alterations in women who develop breast cancer""",Dataset,"ewas results ""prediagnostic breast milk dna methylation alterations in women who develop breast cancer""",breast cancer,,10.5281/zenodo.3362478,Zenodo
5120960,Seer Breast Cancer Data,Dataset,seer breast cancer data,breast cancer,,10.5281/zenodo.5120960,Zenodo
15264609,cora,Software,cora,cora,,10.5281/zenodo.15264609,Zenodo
5842431,CoRa,Software,cora,cora,,10.5281/zenodo.5842431,Zenodo
8005309,Expression of mgtA encoding a magnesium transporter is activated in the absence of the main Mg2+ transporter CorA in Salmonella,Dataset,expression of mgta encoding a magnesium transporter is activated in the absence of the main mg2+ transporter cora in salmonella,cora,,10.5281/zenodo.8005309,Zenodo
5002050,Data from: Are Bitcoin bubbles predictable? Combining a generalized Metcalfe's law and the LPPLS model,Dataset,data from: are bitcoin bubbles predictable? combining a generalized metcalfe's law and the lppls model,bitcoin,,10.5061/dryad.22k10nd,Zenodo
7258579,UNSW-NB15 and CIC-IDS2017 Labelled PCAP Data,Dataset,unsw-nb15 and cic-ids2017 labelled pcap data,cic-ids2017,,10.5281/zenodo.7258579,Zenodo
10141593,CIC-IDS-2017 V2,Dataset,cic-ids-2017 v2,cic-ids2017,,10.5281/zenodo.10141593,Zenodo
15046995,SAFE-NID: Self-Attention with Normalizing-Flow Encodings for Network Intrusion Detection Dataset,Dataset,safe-nid: self-attention with normalizing-flow encodings for network intrusion detection dataset,cic-ids2017,,10.5281/zenodo.15046995,Zenodo
10613218,CIC Framework,Software,cic framework,cic-ids2017,,10.5281/zenodo.10613218,Zenodo
6409161,unsubshafiq/autoencoder-transferlearning: Transfer Learning AutoEncoder Neural Networks for Anomaly Detection of DDoS Generating IoT Devices,Software,unsubshafiq/autoencoder-transferlearning: transfer learning autoencoder neural networks for anomaly detection of ddos generating iot devices,cic-ids2017,,10.5281/zenodo.6409161,Zenodo
5182857,jsacchini/cic-wf,Software,jsacchini/cic-wf,cic-ids2017,,10.5281/zenodo.5182857,Zenodo
14905388,Maha24cic/ADEL-CIC: v1.1.0,Software,maha24cic/adel-cic: v1.1.0,cic-ids2017,,10.5281/zenodo.14905388,Zenodo
10141593,CIC-IDS-2017 V2,Dataset,cic-ids-2017 v2,ids-2017,,10.5281/zenodo.10141593,Zenodo
14313556,Ids of Tweets including Zerowaste -2017 - 2023,Dataset,ids of tweets including zerowaste -2017 - 2023,ids-2017,,10.5281/zenodo.14313556,Zenodo
7555547,IMDB Reviews,Dataset,imdb reviews,imdb review,,10.5281/zenodo.7555547,Zenodo
7853441,Oscar nominated movies,Dataset,oscar nominated movies,imdb review,,10.5281/zenodo.7853441,Zenodo
7854818,Oscar nominated movies,Dataset,oscar nominated movies,imdb review,,10.5281/zenodo.7854818,Zenodo
5655513,Top 1000 movies according to IMDb,Dataset,top 1000 movies according to imdb,imdb review,,10.5281/zenodo.5655513,Zenodo
4477881,Sentiment analysis in Galaxy with IMDB movie review dataset,Dataset,sentiment analysis in galaxy with imdb movie review dataset,imdb review,,10.5281/zenodo.4477881,Zenodo
4671026,Dataset Film IMDB,Dataset,dataset film imdb,imdb review,,10.5281/zenodo.4671026,Zenodo
7339445,IMDB Selection Database,Dataset,imdb selection database,imdb review,,10.5281/zenodo.7339445,Zenodo
14207021,ZAMONAVIY MODA VA SHOTLAND LIBOSLARI TAHLILI,Dataset,zamonaviy moda va shotland liboslari tahlili,kilt,,10.5281/zenodo.14207021,Zenodo
10300997,"Nineveh North Palace, Room 5 Door B panel 2",Dataset,"nineveh north palace, room 5 door b panel 2",kilt,,10.5281/zenodo.10300997,Zenodo
