entity_text,gold_name,entity_type
iNaturalist 2018,inaturalist 2018,DATASET
Places-LT,places-lt,DATASET
COCO,coco,DATASET
COCO2017,coco2017,DATASET
Adult Census,adult census,DATASET
adult,adult,DATASET
Bank Marketing,bank marketing,DATASET
Bank%2BMarketing,bank%2bmarketing,DATASET
Credit Card Default,credit card default,DATASET
Dutch Census,dutch census,DATASET
COMPAS,compas,DATASET
compas,compas,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
MAVEN,maven,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
ACE 2005,ace 2005,DATASET
TAC KBP 2017,tac kbp 2017,DATASET
FewEvent,fewevent,DATASET
MAVEN,maven,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
OntoEvent,ontoevent,DATASET
VisDial v1.0,visdial v1.0,DATASET
VisDial v1.0,visdial v1.0,DATASET
VisDial v1.0,visdial v1.0,DATASET
Visual Genome,visual genome,DATASET
VisDial v1.0,visdial v1.0,DATASET
MSCOCO,mscoco,DATASET
Flickr,flickr,DATASET
MSCOCO,mscoco,DATASET
MSCOCO,mscoco,DATASET
Flickr,flickr,DATASET
Flickr,flickr,DATASET
AFHQ,afhq,DATASET
afhq,afhq,DATASET
AnimalFaces,animalfaces,DATASET
AFHQ,afhq,DATASET
AnimalFaces,animalfaces,DATASET
afhq,afhq,DATASET
animal_faces,animal_faces,DATASET
ffhq,ffhq,DATASET
lsun_car,lsun_car,DATASET
animal_faces,animal_faces,DATASET
animal_faces,animal_faces,DATASET
animal_faces,animal_faces,DATASET
animal_faces,animal_faces,DATASET
animal_faces,animal_faces,DATASET
animal_faces,animal_faces,DATASET
afhq_cat,afhq_cat,DATASET
animal_faces,animal_faces,DATASET
summer2winter,summer2winter,DATASET
animal_faces,animal_faces,DATASET
afhq_cat,afhq_cat,DATASET
summer2winter,summer2winter,DATASET
animal_faces,animal_faces,DATASET
AFHQ,afhq,DATASET
afhq_cat,afhq_cat,DATASET
afhq_cat,afhq_cat,DATASET
AFHQ,afhq,DATASET
afhq_dog,afhq_dog,DATASET
afhq,afhq,DATASET
afhq_dog,afhq_dog,DATASET
AFHQ,afhq,DATASET
afhq,afhq,DATASET
afhq,afhq,DATASET
afhq_wild,afhq_wild,DATASET
AnimalFaces,animalfaces,DATASET
animal_faces,animal_faces,DATASET
animal_faces,animal_faces,DATASET
AnimalFaces,animalfaces,DATASET
afhq_cat,afhq_cat,DATASET
afhq_dog,afhq_dog,DATASET
afhq_wild],afhq_wild],DATASET
CIFAR-10,cifar-10,DATASET
CIFAR-10,cifar-10,DATASET
CIFAR-10,cifar-10,DATASET
WikiSQL,wikisql,DATASET
WikiSQL,wikisql,DATASET
WikiSQL,wikisql,DATASET
wikisql,wikisql,DATASET
WikiSQL,wikisql,DATASET
WikiSQL,wikisql,DATASET
wikisql,wikisql,DATASET
wikisql,wikisql,DATASET
wikisql,wikisql,DATASET
wikisql,wikisql,DATASET
wikisql,wikisql,DATASET
WikiSQL,wikisql,DATASET
WikiSQL,wikisql,DATASET
wikisql,wikisql,DATASET
WikiSQL v1.1,wikisql v1.1,DATASET
wikisql,wikisql,DATASET
wikisql,wikisql,DATASET
SciTweets,scitweets,DATASET
SciTweets,scitweets,DATASET
SciTweets,scitweets,DATASET
SciTweets,scitweets,DATASET
SciTweets,scitweets,DATASET
SciTweets,scitweets,DATASET
ip_dataset.csv,ip_dataset.csv,DATASET
ip_dataset.csv,ip_dataset.csv,DATASET
ip_dataset.csv,ip_dataset.csv,DATASET
Moving MNIST,moving mnist,DATASET
BAIR Robot Pushing,bair robot pushing,DATASET
Human3.6M,human3.6m,DATASET
KTH Action,kth action,DATASET
KittiCaltech Pedestrian,kitticaltech pedestrian,DATASET
Kinetics-400,kinetics-400,DATASET
kinetics,kinetics,DATASET
Moving MNIST,moving mnist,DATASET
mmnist,mmnist,DATASET
Moving FMNIST,moving fmnist,DATASET
mfmnist,mfmnist,DATASET
TaxiBJ,taxibj,DATASET
TaxiBJ,taxibj,DATASET
WeatherBench,weatherbench,DATASET
WeatherBench,weatherbench,DATASET
Moving MNIST,moving mnist,DATASET
Moving FMNIST,moving fmnist,DATASET
mmnist,mmnist,DATASET
Moving MNIST-CIFAR,moving mnist-cifar,DATASET
KittiCaltech,kitticaltech,DATASET
moving_mnist,moving_mnist,DATASET
kitticaltech,kitticaltech,DATASET
KTH,kth,DATASET
Human 3.6M,human 3.6m,DATASET
Traffic - in flow,traffic - in flow,DATASET
Traffic - out flow,traffic - out flow,DATASET
Weather - Temperature,weather - temperature,DATASET
Weather - Humidity,weather - humidity,DATASET
Weather - Latitude Wind,weather - latitude wind,DATASET
Weather - Cloud Cover,weather - cloud cover,DATASET
BAIR Robot Pushing,bair robot pushing,DATASET
Kinetics-400,kinetics-400,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
IULA+,iula+,DATASET
nubes,nubes,DATASET
iula,iula,DATASET
NUBes,nubes,DATASET
IULA+,iula+,DATASET
NUBes,nubes,DATASET
Negation and Uncertainty annotations in Biomedical texts in Spanish,negation and uncertainty annotations in biomedical texts in spanish,DATASET
IULA+,iula+,DATASET
IULA-SCRC,iula-scrc,DATASET
iula,iula,DATASET
IULA,iula,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
IULA+,iula+,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
IULA+,iula+,DATASET
NUBes,nubes,DATASET
IULA+,iula+,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
IULA-SCRC,iula-scrc,DATASET
NUBes,nubes,DATASET
IULA+,iula+,DATASET
NUBes,nubes,DATASET
IULA+,iula+,DATASET
IULA-SCRC,iula-scrc,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
IULA+,iula+,DATASET
IULA+,iula+,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
NUBes,nubes,DATASET
AppSim,appsim,DATASET
RefExp,refexp,DATASET
Rico,rico,DATASET
AppSim,appsim,DATASET
RefExp,refexp,DATASET
Rico,rico,DATASET
rico,rico,DATASET
AppSim,appsim,DATASET
RefExp,refexp,DATASET
ref_exp,ref_exp,DATASET
ref_exp,ref_exp,DATASET
HaluEval,halueval,DATASET
HaluEval,halueval,DATASET
HaluEval,halueval,DATASET
HaluEval,halueval,DATASET
HotpotQA,hotpotqa,DATASET
HaluEval,halueval,DATASET
HaluEval,halueval,DATASET
HotpotQA,hotpotqa,DATASET
hotpotqa,hotpotqa,DATASET
HotpotQA,hotpotqa,DATASET
OpenDialKG,opendialkg,DATASET
opendialkg,opendialkg,DATASET
OpenDialKG,opendialkg,DATASET
CNN/Daily Mail,cnn/daily mail,DATASET
cnn-dailymail,cnn-dailymail,DATASET
CNN/Daily Mail,cnn/daily mail,DATASET
HotpotQA,hotpotqa,DATASET
OpenDialKG,opendialkg,DATASET
CNN/Daily Mail,cnn/daily mail,DATASET
hotpot/hotpot_train_v1.1,hotpot/hotpot_train_v1.1,DATASET
opendialkg,opendialkg,DATASET
opendialkg,opendialkg,DATASET
ccdv/cnn_dailymail,ccdv/cnn_dailymail,DATASET
HotpotQA,hotpotqa,DATASET
OpenDialKG,opendialkg,DATASET
CNN/Daily Mail,cnn/daily mail,DATASET
hotpot_train_v1.1,hotpot_train_v1.1,DATASET
HaluEval,halueval,DATASET
HaluEval,halueval,DATASET
HaluEval,halueval,DATASET
Goldfinch,goldfinch,DATASET
Goldfinch,goldfinch,DATASET
Goldfinch,goldfinch,DATASET
cub,cub,DATASET
CUB,cub,DATASET
CUB,cub,DATASET
birdsnap,birdsnap,DATASET
Birdsnap,birdsnap,DATASET
Birdsnap,birdsnap,DATASET
fgvc,fgvc,DATASET
FGVC-Aircraft,fgvc-aircraft,DATASET
FGVC,fgvc,DATASET
FGVC,fgvc,DATASET
Stanford Dogs,stanford dogs,DATASET
Stanford Dogs,stanford dogs,DATASET
L-Bird,l-bird,DATASET
L-Butterfly,l-butterfly,DATASET
L-Dog,l-dog,DATASET
L-Aircraft,l-aircraft,DATASET
Flickr testing set,flickr testing set,DATASET
Yahoo Flickr Creative Commons 100M,yahoo flickr creative commons 100m,DATASET
SVAMP,svamp,DATASET
SVAMP,svamp,DATASET
GSM8K,gsm8k,DATASET
gsm8k,gsm8k,DATASET
MAWPS,mawps,DATASET
mawps,mawps,DATASET
gsm8k,gsm8k,DATASET
XOR,xor,DATASET
Spiral,spiral,DATASET
Circle,circle,DATASET
Security,security,DATASET
Intrusion Detection,intrusion detection,DATASET
ids-2017,ids-2017,DATASET
CICIDS2017,cicids2017,DATASET
Tor-nonTor,tor-nontor,DATASET
tor,tor,DATASET
ISCXTor2016,iscxtor2016,DATASET
DDoS Attach,ddos attach,DATASET
ids-2018,ids-2018,DATASET
CSE-CIC-IDS2018,cse-cic-ids2018,DATASET
NSL version of KDD Security,nsl version of kdd security,DATASET
nsl,nsl,DATASET
NSL-KDD,nsl-kdd,DATASET
NSL_KDD_Security,nsl_kdd_security,DATASET
DDoS Evaluation,ddos evaluation,DATASET
ddos-2019,ddos-2019,DATASET
CICDDoS2019,cicddos2019,DATASET
CICDDoS2019_Security,cicddos2019_security,DATASET
CIC DoS,cic dos,DATASET
dos,dos,DATASET
CICDoS2017,cicdos2017,DATASET
VPN-nonVPN,vpn-nonvpn,DATASET
vpn,vpn,DATASET
ISCXVPN2016,iscxvpn2016,DATASET
Botnet,botnet,DATASET
BotNet2014,botnet2014,DATASET
MLBENCH,mlbench,DATASET
XOR,xor,DATASET
XOR,xor,DATASET
Spiral,spiral,DATASET
Spiral,spiral,DATASET
Circle,circle,DATASET
Circle,circle,DATASET
Smiley,smiley,DATASET
Smiley,smiley,DATASET
GTSRB,gtsrb,DATASET
German Traffic Sign Recognition Benchmark,german traffic sign recognition benchmark,DATASET
German_Traffic_Sign_Recognition,german_traffic_sign_recognition,DATASET
GTSR,gtsr,DATASET
GTSRB,gtsrb,DATASET
cifar,cifar,DATASET
CIFAR 10,cifar 10,DATASET
CIFAR_10,cifar_10,DATASET
NarrativeQA,narrativeqa,DATASET
Qasper,qasper,DATASET
MultiFieldQA,multifieldqa,DATASET
HotpotQA,hotpotqa,DATASET
2WikiMQA,2wikimqa,DATASET
Musique,musique,DATASET
GovReport,govreport,DATASET
QMSum,qmsum,DATASET
MultiNews,multinews,DATASET
TREC,trec,DATASET
TriviaQA,triviaqa,DATASET
SAMSum,samsum,DATASET
PassageRetrieval,passageretrieval,DATASET
LCC,lcc,DATASET
RepoBench-P,repobench-p,DATASET
LongBench,longbench,DATASET
20480words_10x10x3_7digits,20480words_10x10x3_7digits,DATASET
ImageNet,imagenet,DATASET
imagenet2012,imagenet2012,DATASET
Pascal VOC 2007,pascal voc 2007,DATASET
Coil100,coil100,DATASET
Pascal VOC 2007,pascal voc 2007,DATASET
Coil100,coil100,DATASET
Coil100,coil100,DATASET
coil100,coil100,DATASET
ImageNet,imagenet,DATASET
Boston Housing,boston housing,DATASET
boston,boston,DATASET
Iris,iris,DATASET
iris,iris,DATASET
CADEC,cadec,DATASET
ICHI,ichi,DATASET
Annotated CADEC,annotated cadec,DATASET
CADEC,cadec,DATASET
CADEC,cadec,DATASET
ICHI,ichi,DATASET
ICHI,ichi,DATASET
CADEC,cadec,DATASET
CUB,cub,DATASET
AltEntities,altentities,DATASET
Alternative Entities,alternative entities,DATASET
AltEntities,altentities,DATASET
HaloQuest,haloquest,DATASET
HaloQuest,haloquest,DATASET
haloquest,haloquest,DATASET
HaloQuest,haloquest,DATASET
HaloQuest,haloquest,DATASET
HaloQuest,haloquest,DATASET
haloquest,haloquest,DATASET
HaloQuest,haloquest,DATASET
HaloQuest,haloquest,DATASET
HaloQuest,haloquest,DATASET
Open Images,open images,DATASET
HaloQuest,haloquest,DATASET
Open Images Dataset v7,open images dataset v7,DATASET
openimages,openimages,DATASET
Sachs,sachs,DATASET
Sachs,sachs,DATASET
MOT17,mot17,DATASET
crowdhuman,crowdhuman,DATASET
MOTSynth,motsynth,DATASET
crowdhuman,crowdhuman,DATASET
MOT17,mot17,DATASET
MOTSynth,motsynth,DATASET
crowdhuman,crowdhuman,DATASET
MOT17,mot17,DATASET
MOT17,mot17,DATASET
MOT17,mot17,DATASET
MOTSynth,motsynth,DATASET
MOTSynth,motsynth,DATASET
MOTSynth,motsynth,DATASET
crowdhuman,crowdhuman,DATASET
MOT17,mot17,DATASET
MOT17,mot17,DATASET
MOTSynth,motsynth,DATASET
MOT17,mot17,DATASET
MOT17,mot17,DATASET
MOT17,mot17,DATASET
MOT17,mot17,DATASET
crowdhuman,crowdhuman,DATASET
MOTSynth,motsynth,DATASET
Fakepedia,fakepedia,DATASET
Fakepedia,fakepedia,DATASET
Fakepedia,fakepedia,DATASET
Fakepedia,fakepedia,DATASET
Fakepedia,fakepedia,DATASET
MRQA,mrqa,DATASET
mrqa,mrqa,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
PAVS10K,pavs10k,DATASET
HAGRID,hagrid,DATASET
HAGRID,hagrid,DATASET
HAGRID,hagrid,DATASET
MIRACL,miracl,DATASET
miracl,miracl,DATASET
HAGRID,hagrid,DATASET
miracl/hagrid,miracl/hagrid,DATASET
miracl/hagrid,miracl/hagrid,DATASET
HAGRID,hagrid,DATASET
HAGRID,hagrid,DATASET
SRD,srd,DATASET
AISTD|ISTD+,aistd|istd+,DATASET
ISTD,istd,DATASET
USR: Unpaired Shadow Removal Dataset,usr: unpaired shadow removal dataset,DATASET
LRSS: Soft Shadow Dataset,lrss: soft shadow dataset,DATASET
softshadows,softshadows,DATASET
LRSS,lrss,DATASET
LRSS,lrss,DATASET
USR,usr,DATASET
ISTD/ISTD+,istd/istd+,DATASET
ISTD,istd,DATASET
USR,usr,DATASET
USR,usr,DATASET
USR,usr,DATASET
LRSS,lrss,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
/dataset/SRD/testA/,/dataset/srd/testa/,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
AISTD,aistd,DATASET
USR,usr,DATASET
SRD,srd,DATASET
AISTD,aistd,DATASET
AISTD,aistd,DATASET
ISTD,istd,DATASET
ISTD,istd,DATASET
USR,usr,DATASET
USR,usr,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
AISTD,aistd,DATASET
AISTD,aistd,DATASET
ISTD,istd,DATASET
ISTD,istd,DATASET
USR,usr,DATASET
USR,usr,DATASET
DC-ShadowNet-Hard-and-Soft-Shadow-Remova,dc-shadownet-hard-and-soft-shadow-remova,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
ISTD,istd,DATASET
istd,istd,DATASET
ISTD,istd,DATASET
istd,istd,DATASET
USR,usr,DATASET
USR,usr,DATASET
LRSS,lrss,DATASET
lrss,lrss,DATASET
LRSS,lrss,DATASET
lrss,lrss,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
SRD,srd,DATASET
AISTD,aistd,DATASET
AISTD,aistd,DATASET
AISTD,aistd,DATASET
LRSS,lrss,DATASET
lrss,lrss,DATASET
lrss,lrss,DATASET
LRSS,lrss,DATASET
FaceWarehouse,facewarehouse,DATASET
MICC Florence,micc florence,DATASET
BU-3DFE,bu-3dfe,DATASET
FaceWareHouse,facewarehouse,DATASET
Florence,florence,DATASET
BU3DFE,bu3dfe,DATASET
AFLW_2000,aflw_2000,DATASET
CoarseData,coarsedata,DATASET
Coarse,coarse,DATASET
Facewarehouse,facewarehouse,DATASET
ImageNet,imagenet,DATASET
CelebA,celeba,DATASET
CelebA,celeba,DATASET
cityscapes,cityscapes,DATASET
BSARD,bsard,DATASET
Belgian Statutory Article Retrieval Dataset,belgian statutory article retrieval dataset,DATASET
BSARD,bsard,DATASET
BSARD,bsard,DATASET
BSARD,bsard,DATASET
ASSIN2,assin2,DATASET
ASSIN2,assin2,DATASET
ASSIN2,assin2,DATASET
MNLI,mnli,DATASET
ASSIN2,assin2,DATASET
SQuAD,squad,DATASET
FaQuAD,faquad,DATASET
MNLI,mnli,DATASET
ASSIN2,assin2,DATASET
SQuAD,squad,DATASET
MNLI,mnli,DATASET
FaQuAD,faquad,DATASET
ASSIN2,assin2,DATASET
SQuAD,squad,DATASET
FaQuAD,faquad,DATASET
MNLI,mnli,DATASET
ASSIN2,assin2,DATASET
Cora,cora,DATASET
CORA,cora,DATASET
Citeseer,citeseer,DATASET
Pubmed,pubmed,DATASET
DBLP,dblp,DATASET
Cora,cora,DATASET
cora,cora,DATASET
Cora,cora,DATASET
cora,cora,DATASET
cora,cora,DATASET
cora,cora,DATASET
cora,cora,DATASET
SQuAD,squad,DATASET
Visual Genome,visual genome,DATASET
VG_100K,vg_100k,DATASET
VG_100K_2,vg_100k_2,DATASET
BlackScholes,blackscholes,DATASET
Heston,heston,DATASET
Ornstein-Uhlenbeck,ornstein-uhlenbeck,DATASET
OrnsteinUhlenbeck,ornsteinuhlenbeck,DATASET
Heston,heston,DATASET
Heston,heston,DATASET
Physionet,physionet,DATASET
Physionet,physionet,DATASET
Physionet,physionet,DATASET
physionet,physionet,DATASET
MNIST,mnist,DATASET
MNIST,mnist,DATASET
WordNet,wordnet,DATASET
wordnet,wordnet,DATASET
KITTI,kitti,DATASET
kitti,kitti,DATASET
KITTI,kitti,DATASET
KITTI,kitti,DATASET
Kitti,kitti,DATASET
kitti,kitti,DATASET
kitti,kitti,DATASET
Cityscapes,cityscapes,DATASET
Cityscapes,cityscapes,DATASET
KITTI,kitti,DATASET
KITTI,kitti,DATASET
multi-centric heterogeneous cine-SSFPs CMR TOF,multi-centric heterogeneous cine-ssfps cmr tof,DATASET
TOF,tof,DATASET
NELA-GT-2019,nela-gt-2019,DATASET
NELA-GT-2019,nela-gt-2019,DATASET
NELA-GT-2019,nela-gt-2019,DATASET
NELA-GT-2019,nela-gt-2019,DATASET
NELA,nela,DATASET
NELA,nela,DATASET
COCO,coco,DATASET
COCO,coco,DATASET
COCO,coco,DATASET
COCO,coco,DATASET
ImageNet,imagenet,DATASET
COCO trainval35k,coco trainval35k,DATASET
VOC 2012,voc 2012,DATASET
SBD,sbd,DATASET
COCO,coco,DATASET
minival,minival,DATASET
minival,minival,DATASET
val2014 minus minival (val35k),val2014 minus minival (val35k),DATASET
valminusminival2014,valminusminival2014,DATASET
minival2014,minival2014,DATASET
COCO,coco,DATASET
VOC,voc,DATASET
COCO,coco,DATASET
VOC,voc,DATASET
COCO,coco,DATASET
S2ORC,s2orc,DATASET
s2orc,s2orc,DATASET
s2orc,s2orc,DATASET
S2ORC,s2orc,DATASET
S2ORC,s2orc,DATASET
s2orc,s2orc,DATASET
s2orc,s2orc,DATASET
s2orc,s2orc,DATASET
s2orc,s2orc,DATASET
s2orc,s2orc,DATASET
s2orc,s2orc,DATASET
S2ORC,s2orc,DATASET
S2ORC,s2orc,DATASET
refcoco,refcoco,DATASET
refcoco,refcoco,DATASET
refcoco,refcoco,DATASET
refcoco,refcoco,DATASET
refcoco,refcoco,DATASET
refcoco,refcoco,DATASET
refcoco,refcoco,DATASET
refcoco,refcoco,DATASET
refcoco,refcoco,DATASET
SC-PDB,sc-pdb,DATASET
scpdb,scpdb,DATASET
COACH420,coach420,DATASET
HOLO4K,holo4k,DATASET
MOAD,moad,DATASET
MOAD,moad,DATASET
PDBBind,pdbbind,DATASET
PDBbind_v2020,pdbbind_v2020,DATASET
coach420,coach420,DATASET
holo4k,holo4k,DATASET
holo4k,holo4k,DATASET
holo4k,holo4k,DATASET
pdbbind2020,pdbbind2020,DATASET
holo4k,holo4k,DATASET
coach420,coach420,DATASET
MOAD,moad,DATASET
scpdb,scpdb,DATASET
scpdb,scpdb,DATASET
scpdb,scpdb,DATASET
scpdb,scpdb,DATASET
coach420,coach420,DATASET
coach420,coach420,DATASET
holo4k,holo4k,DATASET
holo4k,holo4k,DATASET
holo4k,holo4k,DATASET
holo4k,holo4k,DATASET
pdbbind2020,pdbbind2020,DATASET
pdbbind2020,pdbbind2020,DATASET
coach420,coach420,DATASET
coach420,coach420,DATASET
pdbbind2020,pdbbind2020,DATASET
holo4k,holo4k,DATASET
holo4k,holo4k,DATASET
KILT,kilt,DATASET
AIDA CoNLL,aida conll,DATASET
AIDA,aida,DATASET
KILT,kilt,DATASET
AIDA,aida,DATASET
KILT,kilt,DATASET
AIDA testb,aida testb,DATASET
MSNBC,msnbc,DATASET
Der,der,DATASET
K50,k50,DATASET
R128,r128,DATASET
R500,r500,DATASET
OKE15,oke15,DATASET
OKE16,oke16,DATASET
yelp_dataset,yelp_dataset,DATASET
yelp_dataset,yelp_dataset,DATASET
BOOKSUM,booksum,DATASET
BookSum,booksum,DATASET
BookSum,booksum,DATASET
sop,sop,DATASET
cub,cub,DATASET
CUB200-2011,cub200-2011,DATASET
cars,cars,DATASET
CARS196,cars196,DATASET
sop,sop,DATASET
Standford Online Porducts,standford online porducts,DATASET
inshop,inshop,DATASET
In-Shop cloths retireval,in-shop cloths retireval,DATASET
vid,vid,DATASET
PKU Vehicle id,pku vehicle id,DATASET
CUB200-2011,cub200-2011,DATASET
CUB-200,cub-200,DATASET
CARS196,cars196,DATASET
cars,cars,DATASET
Stanford Online Products,stanford online products,DATASET
In-shop Clothes Retrieval Benchmark,in-shop clothes retrieval benchmark,DATASET
PKU VehicleID,pku vehicleid,DATASET
pku-vehicleid,pku-vehicleid,DATASET
cars196,cars196,DATASET
CUB200-2011,cub200-2011,DATASET
cub-200-2011,cub-200-2011,DATASET
Cars196,cars196,DATASET
cars,cars,DATASET
cars196,cars196,DATASET
Stanford Online Products,stanford online products,DATASET
sop,sop,DATASET
In-shop Clothes,in-shop clothes,DATASET
PKU Vehicle id,pku vehicle id,DATASET
CUB200,cub200,DATASET
Cars196,cars196,DATASET
In-Shop Clothes,in-shop clothes,DATASET
Online Products,online products,DATASET
VID,vid,DATASET
BIOSSES,biosses,DATASET
biosses,biosses,DATASET
mteb/sts12-sts,mteb/sts12-sts,DATASET
mteb/sts13-sts,mteb/sts13-sts,DATASET
mteb/sts14-sts,mteb/sts14-sts,DATASET
mteb/sts15-sts,mteb/sts15-sts,DATASET
mteb/sts16-sts,mteb/sts16-sts,DATASET
BIOSSES,biosses,DATASET
biosses,biosses,DATASET
mteb/sts12-sts,mteb/sts12-sts,DATASET
mteb/sts13-sts,mteb/sts13-sts,DATASET
mteb/sts14-sts,mteb/sts14-sts,DATASET
mteb/sts15-sts,mteb/sts15-sts,DATASET
mteb/sts16-sts,mteb/sts16-sts,DATASET
FewEvent,fewevent,DATASET
ACE-2005 corpus,ace-2005 corpus,DATASET
TAC-KBP-2017 Event Track Data,tac-kbp-2017 event track data,DATASET
NuScenes-QA,nuscenes-qa,DATASET
nuScenes,nuscenes,DATASET
NuScenes-QA,nuscenes-qa,DATASET
so-ds-feb20,so-ds-feb20,DATASET
so-ds-feb20,so-ds-feb20,DATASET
staqc-py,staqc-py,DATASET
staqc-py-cleaned,staqc-py-cleaned,DATASET
so-ds-feb20,so-ds-feb20,DATASET
so-python-question-titles-feb20,so-python-question-titles-feb20,DATASET
so-duplicates-pacsv1-train,so-duplicates-pacsv1-train,DATASET
staqc-py-cleaned,staqc-py-cleaned,DATASET
so-duplicates-pacs-train,so-duplicates-pacs-train,DATASET
so-ds-feb20,so-ds-feb20,DATASET
staqc-py-cleaned,staqc-py-cleaned,DATASET
conala-curated,conala-curated,DATASET
staqc-py,staqc-py,DATASET
conala-curated,conala-curated,DATASET
so-ds-feb20,so-ds-feb20,DATASET
staqc-py-cleaned,staqc-py-cleaned,DATASET
StackOverflow,stackoverflow,DATASET
conala-curated,conala-curated,DATASET
CoNaLa,conala,DATASET
conala,conala,DATASET
codesearchnet,codesearchnet,DATASET
CodeSearchNet,codesearchnet,DATASET
CodeSearchNet,codesearchnet,DATASET
codesearchnet,codesearchnet,DATASET
CodeSearchNet,codesearchnet,DATASET
CodeSearchNet,codesearchnet,DATASET
so-ds-feb20,so-ds-feb20,DATASET
so-ds-feb20,so-ds-feb20,DATASET
staqc-py-cleaned,staqc-py-cleaned,DATASET
staqc-py-cleaned,staqc-py-cleaned,DATASET
conala-curated-0.5-test,conala-curated-0.5-test,DATASET
CoNaLa,conala,DATASET
so-ds-feb20,so-ds-feb20,DATASET
staqc-py,staqc-py,DATASET
PACS,pacs,DATASET
PACS,pacs,DATASET
PACS,pacs,DATASET
pacs,pacs,DATASET
pacs,pacs,DATASET
Movielens-1M,movielens-1m,DATASET
Amazon-Book,amazon-book,DATASET
Yelp-2018,yelp-2018,DATASET
Gowalla,gowalla,DATASET
MovieLens-1M,movielens-1m,DATASET
iSQUAD,isquad,DATASET
Google Speech Commands,google speech commands,DATASET
speech_commands_v0.02,speech_commands_v0.02,DATASET
speech_commands_v0.02,speech_commands_v0.02,DATASET
speech_commands_v0.02,speech_commands_v0.02,DATASET
wget,wget,DATASET
speech_commands_v0.01,speech_commands_v0.01,DATASET
speech_commands_v0.01,speech_commands_v0.01,DATASET
speech_commands_v0.01,speech_commands_v0.01,DATASET
Speech Commands V2,speech commands v2,DATASET
Google Speech Commands v2,google speech commands v2,DATASET
WIDER FACE,wider face,DATASET
WIDER FACE,wider face,DATASET
WIDERFACE,widerface,DATASET
MaSTr1325,mastr1325,DATASET
MaSTr1325,mastr1325,DATASET
RELISH,relish,DATASET
TRECCOVID,treccovid,DATASET
CORD-19,cord-19,DATASET
treccovid,treccovid,DATASET
TRECCOVID,treccovid,DATASET
treccovid,treccovid,DATASET
SciDocs,scidocs,DATASET
scidocs,scidocs,DATASET
CSFCube,csfcube,DATASET
CSFCube,csfcube,DATASET
S2ORC,s2orc,DATASET
s2orc,s2orc,DATASET
RELISH,relish,DATASET
TRECCOVID,treccovid,DATASET
CSFCube,csfcube,DATASET
SciDocs,scidocs,DATASET
S2ORC,s2orc,DATASET
s2orc,s2orc,DATASET
S2ORC,s2orc,DATASET
relish,relish,DATASET
scidocs,scidocs,DATASET
treccovid,treccovid,DATASET
RELISH,relish,DATASET
TRECCOVID,treccovid,DATASET
SciDocs,scidocs,DATASET
CSFCube,csfcube,DATASET
Semantic Scholar Open Research Corpus,semantic scholar open research corpus,DATASET
s2orc,s2orc,DATASET
S2ORC,s2orc,DATASET
RELISH,relish,DATASET
TRECCOVID,treccovid,DATASET
SciDocs,scidocs,DATASET
CSFCube,csfcube,DATASET
