sentence,entity_text,entity_type
"Create a new virtual environment with Python 3.10, e.g., ``` conda create --name prompt-oirl python==3.10 conda activate prompt-oirl cd Prompt-OIRL ``` 3.",Python 3.10,PROGLANG
"Create a new virtual environment with Python 3.10, e.g., ``` conda create --name prompt-oirl python==3.10 conda activate prompt-oirl cd Prompt-OIRL ``` 3.",python==3.10,PROGLANG
"<p align=""left""> </p>   <a href=""https://opensource.org/licenses/MIT""><img src=""https://img.shields.io/badge/License-MIT-yellow.svg"" alt=""License: MIT"">   <a href=""https://standardjs.com""><img src=""https://img.shields.io/badge/code_style-standard-brightgreen.svg"" alt=""Standard - \Python Style Guide""></a> [!",Python,PROGLANG
"In one of our <a href = ""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB/Explainable_AI"">examples for security dataset</a>, we showed how SafeML can be used as XAI.",MATLAB,PROGLANG
"--Similar to the idea of <a href = ""https://github.com/slundberg/shap"">SHAP XAI Python Package</a>, the SafeML idea can be used for <a href ""https://en.wikipedia.org/wiki/Explainable_artificial_intelligence"">AI explainability and interpretability</a>.",Python,PROGLANG
"Application of the SafeML in AI explainability and interpretability</figcaption>  </p> -->  ## Case Studies <ul>   <li><b>Security Datasets</b></li> <p align=""justify""> A Intrusion Detection Evaluation Dataset (<a href=""https://www.unb.ca/cic/datasets/ids-2017.html"">CICIDS2017</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"Application of the SafeML in AI explainability and interpretability</figcaption>  </p> -->  ## Case Studies <ul>   <li><b>Security Datasets</b></li> <p align=""justify""> A Intrusion Detection Evaluation Dataset (<a href=""https://www.unb.ca/cic/datasets/ids-2017.html"">CICIDS2017</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</li></p> <p align=""justify""> Tor-nonTor Dataset (<a href=""https://www.unb.ca/cic/datasets/tor.html"">ISCXTor2016</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</li></p> <p align=""justify""> Tor-nonTor Dataset (<a href=""https://www.unb.ca/cic/datasets/tor.html"">ISCXTor2016</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p> <p align=""justify""> DDoS Attach Dataset (<a href=""https://www.unb.ca/cic/datasets/ids-2018.html"">CSE-CIC-IDS2018</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p> <p align=""justify""> DDoS Attach Dataset (<a href=""https://www.unb.ca/cic/datasets/ids-2018.html"">CSE-CIC-IDS2018</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p> <p align=""justify""> NSL version of KDD Security Dataset  (<a href=""https://www.unb.ca/cic/datasets/nsl.html"">NSL-KDD</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB/NSL_KDD_Security_Dataset"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p> <p align=""justify""> NSL version of KDD Security Dataset  (<a href=""https://www.unb.ca/cic/datasets/nsl.html"">NSL-KDD</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB/NSL_KDD_Security_Dataset"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p> <p align=""justify""> DDoS Evaluation Dataset (<a href=""https://www.unb.ca/cic/datasets/ddos-2019.html"">CICDDoS2019</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB/CICDDoS2019_Security_Dataset"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p> <p align=""justify""> DDoS Evaluation Dataset (<a href=""https://www.unb.ca/cic/datasets/ddos-2019.html"">CICDDoS2019</a>) [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB/CICDDoS2019_Security_Dataset"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p> <p align=""justify""> CIC DoS Dataset (<a href=""https://www.unb.ca/cic/datasets/dos-dataset.html"">CICDoS2017</a>) [Will be available in <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p> <p align=""justify""> CIC DoS Dataset (<a href=""https://www.unb.ca/cic/datasets/dos-dataset.html"">CICDoS2017</a>) [Will be available in <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p>  <p align=""justify""> VPN-nonVPN Dataset (<a href=""https://www.unb.ca/cic/datasets/vpn.html"">ISCXVPN2016</a>) [Will be available in <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p>  <p align=""justify""> VPN-nonVPN Dataset (<a href=""https://www.unb.ca/cic/datasets/vpn.html"">ISCXVPN2016</a>) [Will be available in <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p>  <p align=""justify""> Botnet Dataset (<a href=""https://www.unb.ca/cic/datasets/botnet.html"">BotNet2014</a>) [Will be available in <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p>  <p align=""justify""> Botnet Dataset (<a href=""https://www.unb.ca/cic/datasets/botnet.html"">BotNet2014</a>) [Will be available in <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_MATLAB"">MATLAB implementation</a>].",MATLAB,PROGLANG
"</p>    <li><b>MLBENCH Datasets</b></li>  <p align=""justify""> A number of datasets in <a href=""https://www.rdocumentation.org/packages/mlbench/versions/2.1-1"">MLBENCH library</a> of R such as <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_XOR_Dataset"">XOR</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Spiral_Dataset"">Spiral</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Circle_Dataset"">Circle</a>, and <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Smiley_Dataset"">Smiley</a> [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R"">R implementation</a>].",R,PROGLANG
"</p>    <li><b>MLBENCH Datasets</b></li>  <p align=""justify""> A number of datasets in <a href=""https://www.rdocumentation.org/packages/mlbench/versions/2.1-1"">MLBENCH library</a> of R such as <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_XOR_Dataset"">XOR</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Spiral_Dataset"">Spiral</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Circle_Dataset"">Circle</a>, and <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Smiley_Dataset"">Smiley</a> [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R"">R implementation</a>].",R,PROGLANG
"</p>    <li><b>MLBENCH Datasets</b></li>  <p align=""justify""> A number of datasets in <a href=""https://www.rdocumentation.org/packages/mlbench/versions/2.1-1"">MLBENCH library</a> of R such as <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_XOR_Dataset"">XOR</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Spiral_Dataset"">Spiral</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Circle_Dataset"">Circle</a>, and <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Smiley_Dataset"">Smiley</a> [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R"">R implementation</a>].",R,PROGLANG
"</p>    <li><b>MLBENCH Datasets</b></li>  <p align=""justify""> A number of datasets in <a href=""https://www.rdocumentation.org/packages/mlbench/versions/2.1-1"">MLBENCH library</a> of R such as <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_XOR_Dataset"">XOR</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Spiral_Dataset"">Spiral</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Circle_Dataset"">Circle</a>, and <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Smiley_Dataset"">Smiley</a> [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R"">R implementation</a>].",R,PROGLANG
"</p>    <li><b>MLBENCH Datasets</b></li>  <p align=""justify""> A number of datasets in <a href=""https://www.rdocumentation.org/packages/mlbench/versions/2.1-1"">MLBENCH library</a> of R such as <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_XOR_Dataset"">XOR</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Spiral_Dataset"">Spiral</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Circle_Dataset"">Circle</a>, and <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Smiley_Dataset"">Smiley</a> [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R"">R implementation</a>].",R,PROGLANG
"</p>    <li><b>MLBENCH Datasets</b></li>  <p align=""justify""> A number of datasets in <a href=""https://www.rdocumentation.org/packages/mlbench/versions/2.1-1"">MLBENCH library</a> of R such as <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_XOR_Dataset"">XOR</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Spiral_Dataset"">Spiral</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Circle_Dataset"">Circle</a>, and <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Smiley_Dataset"">Smiley</a> [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R"">R implementation</a>].",R,PROGLANG
"</p>    <li><b>MLBENCH Datasets</b></li>  <p align=""justify""> A number of datasets in <a href=""https://www.rdocumentation.org/packages/mlbench/versions/2.1-1"">MLBENCH library</a> of R such as <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_XOR_Dataset"">XOR</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Spiral_Dataset"">Spiral</a>, <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Circle_Dataset"">Circle</a>, and <a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R/Examples/2D_Smiley_Dataset"">Smiley</a> [<a href=""https://github.com/ISorokos/SafeML/tree/master/Implementation_in_R"">R implementation</a>].",R,PROGLANG
"section=gtsrb&subsection=dataset""><b>GTSRB - German Traffic Sign Recognition Benchmark</b></a> [<a href = ""https://github.com/ISorokos/SafeML/blob/master/Implementation_in_Python/Examples/German_Traffic_Sign_Recognition%20(GTSR)/GTSRB_CNN_SafeML_v1.ipynb"">Python implementation</a>][Available on <a href = ""https://www.kaggle.com/kooaslansefat/cnn-97-accuracy-plus-safety-monitoring-safeml"">Kaggle</a>].",Python,PROGLANG
"section=gtsrb&subsection=dataset""><b>GTSRB - German Traffic Sign Recognition Benchmark</b></a> [<a href = ""https://github.com/ISorokos/SafeML/blob/master/Implementation_in_Python/Examples/German_Traffic_Sign_Recognition%20(GTSR)/GTSRB_CNN_SafeML_v1.ipynb"">Python implementation</a>][Available on <a href = ""https://www.kaggle.com/kooaslansefat/cnn-97-accuracy-plus-safety-monitoring-safeml"">Kaggle</a>].",Python,PROGLANG
"</li>   <li><a href = ""https://www.cs.toronto.edu/~kriz/cifar.html""><b>CIFAR 10/100 Datasets</b></a> [<a href = ""https://github.com/ISorokos/SafeML/blob/master/Implementation_in_MATLAB/CIFAR_10_Dataset/README.md"">MATLAB implementation</a>]</li>   <li>More datasets will be tested.",MATLAB,PROGLANG
"Within this Python package, we provide three components,  1.",Python,PROGLANG
"Each (datasets,     jax learners, and pytorch learners) have their own `requirements.txt` that     you are welcome to install with `pip` and a Python version above 3.8",Python,PROGLANG
"Code paths  The code is structured as follows:  ```bash |--- dm_nevis/ |    |--- benchmarker/ |    |--- datasets_storage/ |    |--- streams/ |--- experiments_jax/ |    |--- launch.py |    |--- experiment.py |    |--- configs/ |    |--- learners/ |    |--- metrics/ |    |--- environment/ |    |--- training/ |--- experiments_torch/ |    |--- launch.py |    |--- experiment.py |    |--- configs/ |    |--- learners/ |    |--- metrics/ |    |--- environment/ |    |--- training/ ```  `dm_nevis/` is the library of the benchmark, containing the `benchmarker/` library, which implements the evaluation protocol used in the [paper].",bash,PROGLANG
"# sql4ml  Sql4ml is a Haskell project that takes as input SQL code which defines the objective/cost/loss function of a supervised machine learning model (ML), as well as a set of parameters, and generates TensorFlow (Python API) code that trains this model.",Haskell,PROGLANG
"# sql4ml  Sql4ml is a Haskell project that takes as input SQL code which defines the objective/cost/loss function of a supervised machine learning model (ML), as well as a set of parameters, and generates TensorFlow (Python API) code that trains this model.",SQL,PROGLANG
"# sql4ml  Sql4ml is a Haskell project that takes as input SQL code which defines the objective/cost/loss function of a supervised machine learning model (ML), as well as a set of parameters, and generates TensorFlow (Python API) code that trains this model.",Python,PROGLANG
To compile it you need to install the Haskell Platform (https://www.haskell.org/platform/).,Haskell,PROGLANG
"See also the section on installation on how to build dependent projects.  ## Installation  Sql4ml uses the open source project queryparser (https://github.com/uber/queryparser), also in Haskell.",Haskell,PROGLANG
File main.hs containts two examples on how to translate SQL to TensorFlow code end-to-end.,SQL,PROGLANG
"After installing MySQL, you can run the SQL scripts in the directory /db_setups to create two toy databases, one based on the Boston Housing dataset (https://www.cs.toronto.edu/~delve/data/boston/bostonDetail.html) and the other based on the Iris dataset (https://archive.ics.uci.edu/ml/datasets/iris), which you can find in the directory /data.  ## Use  In file main.hs you can find two examples on how to call function endToEndTranslate, which takes the following input parameters:  * A list of SQL queries defining the objective function of a supervised ML model.",SQL,PROGLANG
"After installing MySQL, you can run the SQL scripts in the directory /db_setups to create two toy databases, one based on the Boston Housing dataset (https://www.cs.toronto.edu/~delve/data/boston/bostonDetail.html) and the other based on the Iris dataset (https://archive.ics.uci.edu/ml/datasets/iris), which you can find in the directory /data.  ## Use  In file main.hs you can find two examples on how to call function endToEndTranslate, which takes the following input parameters:  * A list of SQL queries defining the objective function of a supervised ML model.",SQL,PROGLANG
"You can find two examples of SQL code defining Linear and Logistic Regression in directory working_examples. * A list of names of the tables storing the features of the model. * A list of columns in the aforementioned tables that store names of features. * A list of lists, each of which has the actual names of features stored in each table. * The name of the table storing the training observations. * The name of the table storing the labels/targets of training observations. * The name of the view computing the objective function of the ML model. * The username of a user to connect to the database where training data are stored. * The password of the same user. * The name of the database storing training data. * A list of names of the tables storing the weights of the model. * A map whose elements consist of the name of a weight table and its dimenions as a list. * The number of gradient descent iterations. * The learning rate used in gradient descent.",SQL,PROGLANG
"Currently sql4ml supports the translation of SQL create view queries of the following form,      CREATE VIEW $(name) AS     SELECT $(columns), $(numericExpr)     FROM $(tables)     WHERE $(joinElement)     GROUP BY $(groupingElement)  and generate an equivalent TensorFlow expression as below:      $(name) = $(translateNumericExpr(numericExpr))  For examples, check SQL files in the directory /working_examples.",SQL,PROGLANG
"Currently sql4ml supports the translation of SQL create view queries of the following form,      CREATE VIEW $(name) AS     SELECT $(columns), $(numericExpr)     FROM $(tables)     WHERE $(joinElement)     GROUP BY $(groupingElement)  and generate an equivalent TensorFlow expression as below:      $(name) = $(translateNumericExpr(numericExpr))  For examples, check SQL files in the directory /working_examples.",SQL,PROGLANG
/main logistic //To generate TensorFlow code for the Logistic Regression model in working_examples/logistic_regression.sql  The files with the generated TensorFlow/Python code can be executed like any other TensorFlow program.,Python,PROGLANG
"You can also try to translate individual SQL queries by loading the sql4ml_translator module in ghci and type:      translateToTensorFlowCommand (L.pack ""CREATE VIEW squaredErrors AS SELECT POW(errors.errorValue, 2) AS squaredErrorValue, errors.observationID AS observationID FROM errors;"") [""features""] [""weights""] [[""f1"", ""f2""]]  where      translateToTensorFlowCommand :: L.Text -> [String] -> [String] -> [[String]] -> String     translateToTensorFlowCommand sql_statement feature_tables variable_tables feature_names  and * sql_statement: a SQL create view query in type Text * feature_tables: a list of names of the tables storing the features of the model. * variable_tables: a list of names of the tables storing the weights of the model. * feature_names: a list of lists, each of which has the actual names of features stored in each table.",SQL,PROGLANG
"You can also try to translate individual SQL queries by loading the sql4ml_translator module in ghci and type:      translateToTensorFlowCommand (L.pack ""CREATE VIEW squaredErrors AS SELECT POW(errors.errorValue, 2) AS squaredErrorValue, errors.observationID AS observationID FROM errors;"") [""features""] [""weights""] [[""f1"", ""f2""]]  where      translateToTensorFlowCommand :: L.Text -> [String] -> [String] -> [[String]] -> String     translateToTensorFlowCommand sql_statement feature_tables variable_tables feature_names  and * sql_statement: a SQL create view query in type Text * feature_tables: a list of names of the tables storing the features of the model. * variable_tables: a list of names of the tables storing the weights of the model. * feature_names: a list of lists, each of which has the actual names of features stored in each table.",SQL,PROGLANG
"[](https://github.com/doc-doc/vRGV/blob/master/model.png) ## Notes Fix issue on unstable result [2021/10/07].  ## Environment  Anaconda 3, python 3.6.5, pytorch 0.4.1 (Higher version is OK once feature is ready) and cuda >= 9.0.",python 3.6.5,PROGLANG
"For others libs, please refer to the file requirements.txt.  ## Install Please create an env for this project using anaconda3 (should install [anaconda](https://docs.anaconda.com/anaconda/install/linux/) first) ``` >conda create -n envname python=3.6.5 # Create >conda activate envname # Enter >pip install -r requirements.txt # Install the provided libs >sh vRGV/lib/make.sh # Set the environment for detection, make sure you have nvcc ``` ## Data Preparation Please download the data [here](https://drive.google.com/file/d/1qNJ3jBPPoi0BPkvLqooS66czvCxsib1M/view?",python=3.6.5,PROGLANG
[Python 3.11.4](https://img.shields.io/badge/python-3.11.4-blue.svg)](https://www.python.org/downloads/release/python-3114/) [!,Python 3.11.4,PROGLANG
[Python 3.11.4](https://img.shields.io/badge/python-3.11.4-blue.svg)](https://www.python.org/downloads/release/python-3114/) [!,python-3.11.4,PROGLANG
[Python 3.11.4](https://img.shields.io/badge/python-3.11.4-blue.svg)](https://www.python.org/downloads/release/python-3114/) [!,python,PROGLANG
[Python 3.11.4](https://img.shields.io/badge/python-3.11.4-blue.svg)](https://www.python.org/downloads/release/python-3114/) [!,python-3114,PROGLANG
"Please see the [companion blog post][blog_url] for a gentle introduction to the method and the code.   ## Installation   The code is written in Python 3 and requires the following packages: - matplotlib - NumPy - scipy - JAX - networkx  ### Using pip  The code is available on [PyPI](https://pypi.org/project/ComputationalHypergraphDiscovery/) and can be installed using pip:  ```bash pip install ComputationalHypergraphDiscovery ```  ### From source  After cloning this repo, you install the required packages using pip: ```bash pip install -r requirements.txt ```  and add the repo to your PYTHONPATH: ```bash git clone https://github.com/TheoBourdais/ComputationalHypergraphDiscovery.git export PYTHONPATH=$PYTHONPATH:/path/to/ComputationalHypergraphDiscovery/src ```  ## Quick start  Graph discovery takes very little time.",Python 3,PROGLANG
"Please see the [companion blog post][blog_url] for a gentle introduction to the method and the code.   ## Installation   The code is written in Python 3 and requires the following packages: - matplotlib - NumPy - scipy - JAX - networkx  ### Using pip  The code is available on [PyPI](https://pypi.org/project/ComputationalHypergraphDiscovery/) and can be installed using pip:  ```bash pip install ComputationalHypergraphDiscovery ```  ### From source  After cloning this repo, you install the required packages using pip: ```bash pip install -r requirements.txt ```  and add the repo to your PYTHONPATH: ```bash git clone https://github.com/TheoBourdais/ComputationalHypergraphDiscovery.git export PYTHONPATH=$PYTHONPATH:/path/to/ComputationalHypergraphDiscovery/src ```  ## Quick start  Graph discovery takes very little time.",bash,PROGLANG
"Please see the [companion blog post][blog_url] for a gentle introduction to the method and the code.   ## Installation   The code is written in Python 3 and requires the following packages: - matplotlib - NumPy - scipy - JAX - networkx  ### Using pip  The code is available on [PyPI](https://pypi.org/project/ComputationalHypergraphDiscovery/) and can be installed using pip:  ```bash pip install ComputationalHypergraphDiscovery ```  ### From source  After cloning this repo, you install the required packages using pip: ```bash pip install -r requirements.txt ```  and add the repo to your PYTHONPATH: ```bash git clone https://github.com/TheoBourdais/ComputationalHypergraphDiscovery.git export PYTHONPATH=$PYTHONPATH:/path/to/ComputationalHypergraphDiscovery/src ```  ## Quick start  Graph discovery takes very little time.",bash,PROGLANG
"Please see the [companion blog post][blog_url] for a gentle introduction to the method and the code.   ## Installation   The code is written in Python 3 and requires the following packages: - matplotlib - NumPy - scipy - JAX - networkx  ### Using pip  The code is available on [PyPI](https://pypi.org/project/ComputationalHypergraphDiscovery/) and can be installed using pip:  ```bash pip install ComputationalHypergraphDiscovery ```  ### From source  After cloning this repo, you install the required packages using pip: ```bash pip install -r requirements.txt ```  and add the repo to your PYTHONPATH: ```bash git clone https://github.com/TheoBourdais/ComputationalHypergraphDiscovery.git export PYTHONPATH=$PYTHONPATH:/path/to/ComputationalHypergraphDiscovery/src ```  ## Quick start  Graph discovery takes very little time.",bash,PROGLANG
```python import ComputationalHypergraphDiscovery as CHD import pandas as pd df=pd.read_csv('https://github.com/TheoBourdais/ComputationalHypergraphDiscovery/blob/8c3fed6dfe58a01cb73e469579ff7703b0681f7e/examples/Sachs/SachsData.csv?,python,PROGLANG
"Here is an example:   ```python import ComputationalHypergraphDiscovery as CHD import numpy as np X=np.random.rand(10,100) node_names=[f'node_{i}' for i in range(10)] graph_discovery = CHD.GraphDiscovery(X,node_names) ```  > **Note**: This shows how to create a `GraphDiscovery` object from a numpy array.",python,PROGLANG
"You can use the code below to load it:  If you have a Pandas dataframe, you can use the `from_dataframe` method (see the method's docstring for more details):  ```python import ComputationalHypergraphDiscovery as CHD import pandas as pd df=pd.read_csv('https://github.com/TheoBourdais/ComputationalHypergraphDiscovery/blob/8c3fed6dfe58a01cb73e469579ff7703b0681f7e/examples/Sachs/SachsData.csv?",python,PROGLANG
"Here is an example: ```python graph_discovery.fit() ``` If you wish to discover the ancestors of a specific node, you can do so by specifying the `targets` parameter: ```python graph_discovery.fit(targets=['$Raf$']) ```  Once the model is fitted, you can access all the results of the graph discovery using the `.G` attribute.",python,PROGLANG
"Here is an example: ```python graph_discovery.fit() ``` If you wish to discover the ancestors of a specific node, you can do so by specifying the `targets` parameter: ```python graph_discovery.fit(targets=['$Raf$']) ```  Once the model is fitted, you can access all the results of the graph discovery using the `.G` attribute.",python,PROGLANG
"For example, you can plot the graph using the `.plot_graph()` method: ```python graph_discovery.plot_graph() ```  >The `.plot_graph()` method allows for some customization of the resulting plot.",python,PROGLANG
"To manipulate kernels, import the modes module: ```python import ComputationalHypergraphDiscovery.Modes as Modes ```   The `ModeKernel` interface defines our kernel modes.",python,PROGLANG
```python import ComputationalHypergraphDiscovery.decision as decision ```  There are two leading indicators that we use to make decisions (See the [paper][paper_url] or the [blog post][blog_url] for more details): - **Signal-to-noise ratio**: The signal-to-noise ratio is a measure of how much the signal is stronger than the noise.,python,PROGLANG
"We get the following performances:  An example of output is the following dictionary (some keys have been hidden for clarity): ```python kernel_performances={   'linear': {     'noise-to-signal ratio': 0.45,     'Z_test': [0.98, 1.0]     },   'quadratic': {#see note above, this is not the quadratic kernel but linear+quadratic     'noise-to-signal ratio': 0.91,      'Z_test': [0.96, 1.0]     },    'gaussian': {#same comment as above     'noise-to-signal ratio': 0.33,      'Z_test': [0.74, 1.0]     } } ```  Several decisions can be made using this dictionary.",python,PROGLANG
"For example, with the Sachs dataset, we can define the following clusters: ```python clusters=[     ['$PKC$','$P38$','$Jnk$'],     ['$Erk$','$Akt$','$PKA$'],     ['$Raf$','$Mek$'],     ['$Plcg$','$PIP2$','$PIP3$'] ] graph_discovery = CHD.GraphDiscovery.from_dataframe(df,clusters=clusters) ```  #### After creating a `GraphDiscovery` object, for the second run  If you already have a `GraphDiscovery` object named `graph_discovery` on which you have run the algorithm, you can choose the clusters based on the results and apply them to get a new `GraphDiscovery` object: ```python graph_discovery2=graph_discovery.prepare_new_graph_with_clusters(clusters) ```  ### Using clusters Once the clusters have been defined, you can use the `GraphDiscovery` object as usual.",python,PROGLANG
"```python import numpy as np import ComputationalHypergraphDiscovery as CHD from ComputationalHypergraphDiscovery.Modes import *  # Load the data data = np.loadtxt('data/Sachs.txt', delimiter='\t') # Normalize the data data = (data - np.mean(data, axis=0)) / np.std(data, axis=0) node_names=np.array(['$Raf$','$Mek$','$Plcg$','$PIP2$','$PIP3$','$Erk$','$Akt$','$PKA$','$PKC$','$P38$','$Jnk$'])  # Define the kernel kernel = [0.1*LinearMode(), 0.01*QuadraticMode()] # Set up CHD graph_discovery = CHD.GraphDiscovery(data,node_names,kernel) # Perform CHD graph_discovery.fit() graph_discovery.plot_graph()  # Refine the graph with clusters clusters=[     ['$PKC$','$P38$','$Jnk$'],     ['$Erk$','$Akt$','$PKA$'],     ['$Raf$','$Mek$'],     ['$Plcg$','$PIP2$','$PIP3$'] ] graph_discovery2=graph_discovery.prepare_new_graph_with_clusters(clusters) graph_discovery2.fit() graph_discovery2.plot_graph() ``` This code recovers the following graph:  <img style=""width:100%;"" alt=""Resulting graph Sachs example"" src=""_images/sachs_cluster_plot.png""></a>  ### Possible edges  As a practitioner, you may have some knowledge about the data that you wish to use to inform the graph discovery process.",python,PROGLANG
Clone the repository:      ```bash     git clone https://github.com/qroa/qroa.git     cd qroa     ```  2.,bash,PROGLANG
"Install the required packages:      ```bash     pip install -r requirements.txt     ```  ## 🚀  Usage   ### ⚔️ Running the Attack  To run the script, you need to provide the path to the input file containing the instructions.",bash,PROGLANG
"Run the script from the command line by specifying the path to the instruction file and the authentication token:  ```bash python main.py data/instructions.csv [API_AUTH_TOKEN] ```  Replace `instructions.csv` with the path to your text file containing the instructions, and `API_AUTH_TOKEN` with the actual authentication token.  ### 🧠  Supported Models  You can test the following models with QROA:  - **Llama2-chat** (`llama2_chat_hf`) - **Llama2** (`llama2_hf`) - **Vicuna** (`vicuna_hf`) - **Mistral** (`mistral_hf`) - **Falcon** (`falcon_hf`) - **OpenAI GPT** (`openai-0613`) - **Mistral Next** (`mistral`)  Simply change the `model` parameter in the `main` function to the desired model.  ### 🧪  Demo and Testing Model Generation - **Notebook Demo:** Run `demo.ipynb` to see a demonstration of the process. - **Notebook Analysis Experiement:** Run `analysis.ipynb` to analyse results and calculate metrics value (ASR). - **Testing Model:** Generation: Execute `generate.py` to test the generation process on custom instructions and triggers.",bash,PROGLANG
"This script can be run from the command line as follows:  ```bash python generate.py -auth_token [API_AUTH_TOKEN] -instruction [THE INSTRUCTION HERE] -suffix [THE SUFFIX HERE] ```  Where:   - **auth_token:** Authentication token required for accessing the model. - **instruction:** The specific instruction you want the model to follow. - **suffix:** The adversarial trigger that, when appended to the instruction, causes the LLM to obey the instruction.  ### 📁  Output Files The following output files are generated during the execution of the script:  Generated and validated triggers are saved in JSON format:  - **Generated Triggers:** `.",bash,PROGLANG
